sector,year,cloud_intensity_sim,cloud_intensity_sector_sim,pred_target_value_added
G46,2030,42.84553782206252,33.07707398697237,122183.8125
G47,2026,35.24913,27.212590627956345,111600.3671875
G47,2027,37.01158650000001,28.573220159354165,111600.3671875
G47,2028,38.86216582500001,30.001881167321876,105435.9453125
G47,2029,40.80527411625001,31.50197522568797,106678.640625
G47,2030,42.84553782206252,33.07707398697237,114819.8125
H,2026,35.24913,27.212590627956345,124387.2421875
H,2027,37.01158650000001,28.573220159354165,124387.2421875
H,2028,38.86216582500001,30.001881167321876,96634.1484375
H,2029,40.80527411625001,31.50197522568797,97876.8359375
H,2030,42.84553782206252,33.07707398697237,106018.0078125
H49,2026,35.24913,27.212590627956345,56369.08984375
H49,2027,37.01158650000001,28.573220159354165,56369.08984375
H49,2028,38.86216582500001,30.001881167321876,52568.88671875
H49,2029,40.80527411625001,31.50197522568797,53811.578125
H49,2030,42.84553782206252,33.07707398697237,61952.75
H50,2026,35.24913,27.212590627956345,24267.666015625
H50,2027,37.01158650000001,28.573220159354165,24695.716796875
H50,2028,38.86216582500001,30.001881167321876,24262.375
H50,2029,40.80527411625001,31.50197522568797,25505.080078125
H50,2030,42.84553782206252,33.07707398697237,33646.19921875
H51,2026,35.24913,27.212590627956345,23792.5703125
H51,2027,37.01158650000001,28.573220159354165,23792.5703125
H51,2028,38.86216582500001,30.001881167321876,22032.0078125
H51,2029,40.80527411625001,31.50197522568797,23274.6953125
H51,2030,42.84553782206252,33.07707398697237,31415.849609375
H52,2026,35.24913,27.212590627956345,58590.08203125
H52,2027,37.01158650000001,28.573220159354165,58590.08203125
H52,2028,38.86216582500001,30.001881167321876,57213.08984375
H52,2029,40.80527411625001,31.50197522568797,58455.78125
H52,2030,42.84553782206252,33.07707398697237,66596.984375
H53,2026,35.24913,27.212590627956345,40150.34765625
H53,2027,37.01158650000001,28.573220159354165,40150.34765625
H53,2028,38.86216582500001,30.001881167321876,39401.03515625
H53,2029,40.80527411625001,31.50197522568797,40643.7265625
H53,2030,42.84553782206252,33.07707398697237,48784.8984375
I,2026,35.24913,27.212590627956345,45351.11328125
I,2027,37.01158650000001,28.573220159354165,45351.11328125
I,2028,38.86216582500001,30.001881167321876,43590.5390625
I,2029,40.80527411625001,31.50197522568797,44833.23046875
I,2030,42.84553782206252,33.07707398697237,52974.4140625
J,2026,35.24913,27.212590627956345,223957.3125
J,2027,37.01158650000001,28.573220159354165,223957.3125
J,2028,38.86216582500001,30.001881167321876,211160.859375
J,2029,40.80527411625001,31.50197522568797,212403.578125
J,2030,42.84553782206252,33.07707398697237,218536.859375
J58,2026,35.24913,27.212590627956345,29317.76953125
J58,2027,37.01158650000001,28.573220159354165,29593.419921875
J58,2028,38.86216582500001,30.001881167321876,28174.072265625
J58,2029,40.80527411625001,31.50197522568797,29416.7578125
J58,2030,42.84553782206252,33.07707398697237,37557.8984375
J58-J60,2026,35.24913,27.212590627956345,43179.18359375
J58-J60,2027,37.01158650000001,28.573220159354165,43179.18359375
J58-J60,2028,38.86216582500001,30.001881167321876,41418.609375
J58-J60,2029,40.80527411625001,31.50197522568797,42661.30078125
J58-J60,2030,42.84553782206252,33.07707398697237,50802.47265625
J59_J60,2026,35.24913,27.212590627956345,34211.1796875
J59_J60,2027,37.01158650000001,28.573220159354165,34211.1796875
J59_J60,2028,38.86216582500001,30.001881167321876,33245.921875
J59_J60,2029,40.80527411625001,31.50197522568797,34488.61328125
J59_J60,2030,42.84553782206252,33.07707398697237,42629.78515625
J61,2026,35.24913,27.212590627956345,64274.76953125
J61,2027,37.01158650000001,28.573220159354165,64274.76953125
J61,2028,38.86216582500001,30.001881167321876,63084.13671875
J61,2029,40.80527411625001,31.50197522568797,64326.83203125
J61,2030,42.84553782206252,33.07707398697237,72467.96875
J62_J63,2026,35.24913,27.212590627956345,123686.1484375
J62_J63,2027,37.01158650000001,28.573220159354165,123686.1484375
J62_J63,2028,38.86216582500001,30.001881167321876,115539.4453125
J62_J63,2029,40.80527411625001,31.50197522568797,116782.1328125
J62_J63,2030,42.84553782206252,33.07707398697237,124923.3046875
K,2026,35.24913,27.212590627956345,109575.6484375
K,2027,37.01158650000001,28.573220159354165,109575.6484375
K,2028,38.86216582500001,30.001881167321876,102097.28125
K,2029,40.80527411625001,31.50197522568797,103339.984375
K,2030,42.84553782206252,33.07707398697237,111481.140625
K64,2026,35.24913,27.212590627956345,87237.640625
K64,2027,37.01158650000001,28.573220159354165,87237.640625
K64,2028,38.86216582500001,30.001881167321876,85341.2734375
K64,2029,40.80527411625001,31.50197522568797,86583.9765625
K64,2030,42.84553782206252,33.07707398697237,94725.1328125
K65,2026,35.24913,27.212590627956345,34380.1796875
K65,2027,37.01158650000001,28.573220159354165,34380.1796875
K65,2028,38.86216582500001,30.001881167321876,33615.12109375
K65,2029,40.80527411625001,31.50197522568797,34857.81640625
K65,2030,42.84553782206252,33.07707398697237,42998.98828125
K66,2026,35.24913,27.212590627956345,29803.66015625
K66,2027,37.01158650000001,28.573220159354165,30192.759765625
K66,2028,38.86216582500001,30.001881167321876,28597.77734375
K66,2029,40.80527411625001,31.50197522568797,29840.46875
K66,2030,42.84553782206252,33.07707398697237,37981.59375
L,2026,35.24913,27.212590627956345,279416.125
L,2027,37.01158650000001,28.573220159354165,279416.125
L,2028,38.86216582500001,30.001881167321876,262958.9375
L,2029,40.80527411625001,31.50197522568797,264201.625
L,2030,42.84553782206252,33.07707398697237,272343.0
